"252","26","Mamuju Utara"
"253","30","Manado"
"254","33","Mandailing Natal"
"255","22","Manggarai"
"256","22","Manggarai Barat"
"257","22","Manggarai Timur"
"258","23","Manokwari"
"259","23","Mappi"
"260","27","Maros"
"261","21","Mataram"
"262","23","Maybrat"
"263","33","Medan"
"264","12","Melawi"
"265","8","Merangin"
"266","23","Merauke"
"267","17","Mesuji"
"268","17","Metro"
"269","23","Mimika"
"270","30","Minahasa"
"271","30","Minahasa Selatan"
"272","30","Minahasa Tenggara"
"273","30","Minahasa Utara"
"274","11","Mojokerto"
"275","28","Morowali"
"276","32","Muara Enim"
"277","8","Muaro Jambi"
"278","4","Muko Muko"
"279","29","Muna"
"280","14","Murung Raya"
"281","32","Musi Banyuasin"
"282","32","Musi Rawas"
"283","23","Nabire"
"284","20","Nagan Raya"
"285","22","Nagekeo"
"286","16","Natuna"
"287","23","Nduga"
"288","22","Ngada"
"289","11","Nganjuk"
"290","11","Ngawi"
"291","33","Nias"
"292","33","Nias Barat"
"293","33","Nias Selatan"
"294","33","Nias Utara"
"295","34","Nunukan"
"296","32","Ogan Ilir"
"297","32","Ogan Komering Ilir"
"298","32","Ogan Komering Ulu"
"299","32","Ogan Komering Ulu Selatan"
"300","32","Ogan Komering Ulu Timur"
"301","11","Pacitan"
"302","31","Padang"
"303","33","Padang Lawas"
"304","33","Padang Lawas Utara"
"305","31","Padang Panjang"
"306","31","Padang Pariaman"
"307","33","Padang Sidempuan"
"308","32","Pagar Alam"
"309","33","Pakpak Bharat"
"310","14","Palangka Raya"
"311","32","Palembang"
"312","27","Palopo"
"313","28","Palu"
"314","11","Pamekasan"
"315","3","Pandeglang"
"316","27","Pangkajene Kepulauan"
"317","2","Pangkal Pinang"
"318","23","Paniai"
"319","27","Parepare"
"320","31","Pariaman"
"321","28","Parigi Moutong"
"322","31","Pasaman"
"323","31","Pasaman Barat"
"324","15","Paser"
"325","11","Pasuruan"
"326","10","Pati"
"327","31","Payakumbuh"
"328","23","Pegunungan Bintang"
"329","10","Pekalongan"
"330","25","Pekanbaru"
"331","25","Pelalawan"
"332","10","Pemalang"
"333","33","Pematang Siantar"
"334","15","Penajam Paser Utara"
"335","17","Pesawaran"
"336","31","Pesisir Selatan"
"337","20","Pidie"
"338","20","Pidie Jaya"
"339","27","Pinrang"
"340","7","Pohuwato"
"341","26","Polewali Mandar"
"342","11","Ponorogo"
"343","12","Pontianak"
"344","28","Poso"
"345","32","Prabumulih"
"346","17","Pringsewu"
"347","11","Probolinggo"
"348","14","Pulang Pisau"
"349","18","Pulau Morotai"
"350","23","Puncak"
"351","23","Puncak Jaya"
"352","10","Purbalingga"
"353","9","Purwakarta"
"354","10","Purworejo"
"355","23","Raja Ampat"
"356","4","Rejang Lebong"
"357","10","Rembang"
"358","25","Rokan Hilir"
"359","25","Rokan Hulu"
"360","22","Rote Ndao"
"361","20","Sabang"
"362","22","Sabu Raijua"
"363","10","Salatiga"
"364","15","Samarinda"
"365","12","Sambas"
"366","33","Samosir"
"367","11","Sampang"
"368","12","Sanggau"
"369","23","Sarmi"
"370","8","Sarolangun"
"371","31","Sawah Lunto"
"372","12","Sekadau"
"373","27","Selayar (Kepulauan Selayar)"
"374","4","Seluma"
"375","10","Semarang"
"376","18","Seram Bagian Barat"
"377","18","Seram Bagian Timur"
"378","3","Serang"
"379","33","Serdang Bedagai"
"380","14","Seruyan"
"381","25","Siak"
"382","33","Sibolga"
"383","27","Sidenreng Rappang/Rapang"
"384","11","Sidoarjo"
"385","28","Sigi"
"386","31","Sijunjung (Sawah Lunto Sijunjung)"
"387","22","Sikka"
"388","33","Simalungun"
"389","20","Simeulue"
"390","12","Singkawang"
"391","27","Sinjai"
"392","12","Sintang"
"393","11","Situbondo"
"394","5","Sleman"
"395","31","Solok"
"396","31","Solok Selatan"
"397","27","Soppeng"
"398","23","Sorong"
"399","23","Sorong Selatan"
"400","10","Sragen"
"401","9","Subang"
"402","20","Subulussalam"
"403","9","Sukabumi"
"404","14","Sukamara"
"405","10","Sukoharjo"
"406","22","Sumba Barat"
"407","22","Sumba Barat Daya"
"408","22","Sumba Tengah"
"409","22","Sumba Timur"
"410","21","Sumbawa"
"411","21","Sumbawa Barat"
"412","9","Sumedang"
"413","11","Sumenep"
"414","8","Sungaipenuh"
"415","23","Supiori"
"416","11","Surabaya"
"417","10","Surakarta (Solo)"
"418","13","Tabalong"
"419","1","Tabanan"
"420","27","Takalar"
"421","23","Tambrauw"
"422","34","Tana Tidung"
"423","27","Tana Toraja"
"424","13","Tanah Bumbu"
"425","31","Tanah Datar"
"426","13","Tanah Laut"
"427","3","Tangerang"
"428","3","Tangerang Selatan"
"429","17","Tanggamus"
"430","33","Tanjung Balai"
"431","8","Tanjung Jabung Barat"
"432","8","Tanjung Jabung Timur"
"433","16","Tanjung Pinang"
"434","33","Tapanuli Selatan"
"435","33","Tapanuli Tengah"
"436","33","Tapanuli Utara"
"437","13","Tapin"
"438","34","Tarakan"
"439","9","Tasikmalaya"
"440","33","Tebing Tinggi"
"441","8","Tebo"
"442","10","Tegal"
"443","23","Teluk Bintuni"
"444","23","Teluk Wondama"
"445","10","Temanggung"
"446","18","Ternate"
"447","18","Tidore Kepulauan"
"448","22","Timor Tengah Selatan"
"449","22","Timor Tengah Utara"
"450","33","Toba Samosir"
"451","28","Tojo Una-Una"
"452","28","Toli-Toli"
"453","23","Tolikara"
"454","30","Tomohon"
"455","27","Toraja Utara"
"456","11","Trenggalek"
"457","18","Tual"
"458","11","Tuban"
"459","17","Tulang Bawang"
"460","17","Tulang Bawang Barat"
"461","11","Tulungagung"
"462","27","Wajo"
"463","29","Wakatobi"
"464","23","Waropen"
"465","17","Way Kanan"
"466","10","Wonogiri"
"467","10","Wonosobo"
"468","23","Yahukimo"
"469","23","Yalimo"
"470","5","Yogyakarta"
"471","34","Bulungan"
